Transaction_ID,Date,Time,Amount,Description,Merchant,Category
TX0677,2024-09-27,20:37:00,14.44,Lunch meal,McDonalds,Food & Beverage
TX0678,2025-01-21,20:28:00,164.04,Health supplement,Local Clinic,Healthcare
TX0679,2024-12-17,18:02:00,86.04,Movie tickets,AMC Theatres,Entertainment
TX0680,2024-06-25,20:21:00,118.11,Grocery store purchase,Walmart,Groceries
TX0681,2024-08-19,20:23:00,329.1,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0682,2025-03-19,18:01:00,249.71,Electricity bill,Internet Provider,Bills
TX0683,2025-02-04,22:13:00,13.86,Lunch meal,Dunkin,Food & Beverage
TX0684,2024-08-14,15:45:00,271.18,Monthly bill payment,Mobile Carrier,Bills
TX0685,2024-04-13,20:59:00,168.54,Electricity bill,Local Utility,Bills
TX0686,2025-03-06,08:53:00,21.31,Bus ticket,Uber,Transportation
TX0687,2025-03-15,12:20:00,51.58,Concert tickets,Spotify,Entertainment
TX0688,2024-05-31,20:56:00,56.25,Movie tickets,Spotify,Entertainment
TX0689,2024-09-09,18:35:00,35.09,Ride fare,Uber,Transportation
TX0690,2024-10-23,15:21:00,22.17,Bulk food items,Target,Groceries
TX0691,2024-12-30,20:20:00,81.56,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0692,2025-01-17,18:32:00,80.3,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0693,2025-01-08,18:37:00,22.49,Bus ticket,Uber,Transportation
TX0694,2025-03-27,20:10:00,160.62,Electricity bill,Mobile Carrier,Bills
TX0695,2024-05-08,12:01:00,312.02,Doctor appointment fee,Walgreens,Healthcare
TX0696,2024-09-30,22:25:00,82.56,Grocery store purchase,Target,Groceries
TX0697,2024-09-20,15:38:00,20.03,Bus ticket,Uber,Transportation
TX0698,2024-05-03,18:10:00,23.8,Lunch meal,Dunkin,Food & Beverage
TX0699,2024-11-03,18:33:00,37.45,Taxi service,Lyft,Transportation
TX0700,2024-08-05,20:48:00,137.99,Supermarket shopping,Costco,Groceries
TX0701,2024-10-31,12:47:00,310.23,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0702,2025-03-04,20:56:00,26.67,Lunch meal,Dunkin,Food & Beverage
TX0703,2024-05-25,08:35:00,43.16,Concert tickets,Spotify,Entertainment
TX0704,2024-05-31,15:41:00,9.21,Lunch meal,Dunkin,Food & Beverage
TX0705,2024-06-19,22:38:00,343.84,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0706,2024-06-03,15:20:00,121.82,Electricity bill,Mobile Carrier,Bills
TX0707,2024-09-19,08:23:00,225.88,Monthly bill payment,Local Utility,Bills
TX0708,2024-07-11,18:49:00,116.76,Electricity bill,Internet Provider,Bills
TX0709,2025-01-03,15:41:00,67.25,Streaming subscription,AMC Theatres,Entertainment
TX0710,2025-02-08,15:08:00,333.33,Electricity bill,Mobile Carrier,Bills
TX0711,2025-01-22,20:14:00,10.24,Dinner at restaurant,Starbucks,Food & Beverage
TX0712,2024-12-16,20:16:00,28.45,Concert tickets,Spotify,Entertainment
TX0713,2024-12-31,12:17:00,249.87,Health supplement,Local Clinic,Healthcare
TX0714,2024-10-28,15:57:00,173.83,Bulk food items,Walmart,Groceries
TX0715,2024-08-27,20:12:00,8.62,Dinner at restaurant,Dunkin,Food & Beverage
TX0716,2024-05-02,20:47:00,78.38,Streaming subscription,Netflix,Entertainment
TX0717,2025-02-05,22:21:00,36.22,Concert tickets,Spotify,Entertainment
TX0718,2024-12-13,20:00:00,487.68,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0719,2024-05-09,20:54:00,144.73,Internet bill,Internet Provider,Bills
TX0720,2024-08-30,18:41:00,365.38,Health supplement,Walgreens,Healthcare
TX0721,2025-01-10,18:06:00,124.5,Bulk food items,Target,Groceries
TX0722,2024-04-08,18:50:00,49.47,Ride fare,Lyft,Transportation
TX0723,2024-10-24,22:21:00,129.95,Grocery store purchase,Costco,Groceries
TX0724,2024-09-11,22:34:00,50.94,Movie tickets,Netflix,Entertainment
TX0725,2024-08-17,20:09:00,342.43,Internet bill,Internet Provider,Bills
TX0726,2025-01-22,20:48:00,200.61,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0727,2024-12-12,15:35:00,12.83,Dinner at restaurant,Subway,Food & Beverage
TX0728,2024-11-14,15:40:00,453.73,Pharmacy purchase,Local Clinic,Healthcare
TX0729,2025-02-09,20:42:00,37.11,Bus ticket,Local Transit,Transportation
TX0730,2024-07-07,12:22:00,56.45,Grocery store purchase,Costco,Groceries
TX0731,2025-01-08,22:04:00,27.14,Coffee purchase,McDonalds,Food & Beverage
TX0732,2024-09-25,12:40:00,40.44,Streaming subscription,Netflix,Entertainment
TX0733,2024-05-29,18:30:00,100.72,Bulk food items,Walmart,Groceries
TX0734,2024-06-18,18:45:00,281.65,Electricity bill,Internet Provider,Bills
TX0735,2024-07-07,08:54:00,80.65,Streaming subscription,Spotify,Entertainment
TX0736,2025-03-17,22:40:00,55.7,Internet bill,Mobile Carrier,Bills
TX0737,2025-01-28,22:33:00,50.28,Movie tickets,Netflix,Entertainment
TX0738,2025-01-29,18:24:00,5.79,Ride fare,Lyft,Transportation
TX0739,2025-01-01,12:51:00,17.19,Taxi service,Local Transit,Transportation
TX0740,2024-08-17,12:02:00,49.52,Bus ticket,Uber,Transportation
TX0741,2024-05-23,12:23:00,86.98,Internet bill,Local Utility,Bills
TX0742,2024-08-07,18:57:00,12.5,Dinner at restaurant,Subway,Food & Beverage
TX0743,2025-01-10,08:27:00,129.59,Bulk food items,Costco,Groceries
TX0744,2024-05-21,20:57:00,19.21,Dinner at restaurant,McDonalds,Food & Beverage
TX0745,2024-11-30,18:24:00,264.74,Internet bill,Internet Provider,Bills
TX0746,2024-05-08,08:58:00,75.93,Concert tickets,Spotify,Entertainment
TX0747,2024-04-11,08:47:00,284.28,Electricity bill,Local Utility,Bills
TX0748,2024-10-23,15:02:00,492.93,Doctor appointment fee,Local Clinic,Healthcare
TX0749,2025-01-30,12:46:00,493.35,Health supplement,Local Clinic,Healthcare
TX0750,2024-07-19,15:45:00,271.07,Monthly bill payment,Mobile Carrier,Bills
TX0751,2024-07-20,20:11:00,309.11,Electricity bill,Local Utility,Bills
TX0752,2025-02-03,20:24:00,59.17,Movie tickets,Spotify,Entertainment
TX0753,2024-08-21,08:11:00,31.05,Bus ticket,Uber,Transportation
TX0754,2024-09-04,18:34:00,61.47,Supermarket shopping,Walmart,Groceries
TX0755,2024-07-06,20:13:00,153.72,Doctor appointment fee,Walgreens,Healthcare
TX0756,2024-12-17,15:02:00,40.96,Taxi service,Uber,Transportation
TX0757,2025-01-27,22:45:00,96.96,Movie tickets,AMC Theatres,Entertainment
TX0758,2024-06-11,20:28:00,296.29,Monthly bill payment,Mobile Carrier,Bills
TX0759,2024-05-24,22:36:00,31.44,Bus ticket,Lyft,Transportation
TX0760,2025-03-24,08:54:00,19.52,Ride fare,Local Transit,Transportation
TX0761,2024-04-17,20:43:00,45.32,Streaming subscription,AMC Theatres,Entertainment
TX0762,2024-09-08,12:29:00,110.23,Movie tickets,AMC Theatres,Entertainment
TX0763,2024-07-28,12:17:00,57.53,Taxi service,Lyft,Transportation
TX0764,2024-08-07,08:27:00,210.67,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0765,2025-02-17,08:11:00,89.96,Movie tickets,Netflix,Entertainment
TX0766,2025-02-03,12:03:00,281.5,Internet bill,Internet Provider,Bills
TX0767,2024-08-04,15:25:00,605.08,Pharmacy purchase,Local Clinic,Healthcare
TX0768,2025-02-01,08:43:00,161.93,Internet bill,Mobile Carrier,Bills
TX0769,2025-03-07,22:08:00,77.06,Grocery store purchase,Walmart,Groceries
TX0770,2024-08-12,20:15:00,73.1,Grocery store purchase,Walmart,Groceries
TX0771,2024-10-06,20:23:00,533.09,Pharmacy purchase,Walgreens,Healthcare
TX0772,2024-08-01,15:21:00,219.26,Monthly bill payment,Internet Provider,Bills
TX0773,2024-08-05,18:46:00,139.44,Bulk food items,Walmart,Groceries
TX0774,2024-07-31,18:52:00,25.65,Movie tickets,AMC Theatres,Entertainment
TX0775,2025-01-26,22:29:00,18.94,Concert tickets,AMC Theatres,Entertainment
TX0776,2024-06-26,12:14:00,32.18,Ride fare,Local Transit,Transportation
TX0777,2024-03-30,20:58:00,384.32,Monthly bill payment,Mobile Carrier,Bills
TX0778,2024-05-19,15:19:00,224.04,Internet bill,Mobile Carrier,Bills
TX0779,2024-09-30,18:41:00,44.95,Grocery store purchase,Walmart,Groceries
TX0780,2024-06-30,18:21:00,6.57,Lunch meal,Subway,Food & Beverage
TX0781,2024-07-14,22:32:00,47.89,Grocery store purchase,Walmart,Groceries
TX0782,2025-02-20,18:42:00,88.68,Supermarket shopping,Target,Groceries
TX0783,2024-07-09,20:32:00,44.47,Ride fare,Uber,Transportation
TX0784,2024-11-15,15:45:00,217.25,Internet bill,Internet Provider,Bills
TX0785,2024-05-01,20:07:00,75.29,Monthly bill payment,Internet Provider,Bills
TX0786,2024-05-12,18:43:00,87.93,Monthly bill payment,Mobile Carrier,Bills
TX0787,2024-04-04,18:09:00,96.67,Grocery store purchase,Costco,Groceries
TX0788,2024-10-07,08:49:00,30.01,Concert tickets,Netflix,Entertainment
TX0789,2024-10-11,18:13:00,210.25,Electricity bill,Mobile Carrier,Bills
TX0790,2024-07-11,20:01:00,28.07,Ride fare,Lyft,Transportation
TX0791,2025-02-28,22:53:00,49.07,Streaming subscription,AMC Theatres,Entertainment
TX0792,2024-10-29,08:51:00,298.67,Monthly bill payment,Internet Provider,Bills
TX0793,2024-06-29,12:51:00,20.53,Bus ticket,Local Transit,Transportation
TX0794,2024-04-03,15:51:00,343.58,Pharmacy purchase,Local Clinic,Healthcare
TX0795,2024-06-02,22:45:00,172.58,Monthly bill payment,Local Utility,Bills
TX0796,2024-11-06,12:08:00,283.22,Internet bill,Internet Provider,Bills
TX0797,2024-10-22,08:07:00,68.13,Supermarket shopping,Target,Groceries
TX0798,2024-07-14,12:38:00,18.11,Coffee purchase,Starbucks,Food & Beverage
TX0799,2025-02-25,18:31:00,334.33,Pharmacy purchase,Walgreens,Healthcare
TX0800,2025-02-22,12:05:00,231.54,Supermarket shopping,Target,Groceries
TX0801,2024-06-12,12:01:00,179.14,Bulk food items,Target,Groceries
TX0802,2024-10-20,08:28:00,57.25,Ride fare,Lyft,Transportation
TX0803,2024-09-12,22:11:00,297.51,Monthly bill payment,Mobile Carrier,Bills
TX0804,2024-12-29,20:04:00,87.92,Movie tickets,Spotify,Entertainment
TX0805,2024-07-17,20:52:00,5.81,Bus ticket,Lyft,Transportation
TX0806,2025-03-07,12:02:00,35.26,Ride fare,Local Transit,Transportation
TX0807,2025-01-28,18:03:00,14.86,Coffee purchase,Dunkin,Food & Beverage
TX0808,2024-07-14,18:09:00,208.02,Grocery store purchase,Walmart,Groceries
TX0809,2025-03-03,12:04:00,75.87,Concert tickets,Netflix,Entertainment
TX0810,2025-02-24,20:34:00,74.7,Movie tickets,Spotify,Entertainment
TX0811,2025-03-18,18:17:00,51.98,Movie tickets,Spotify,Entertainment
TX0812,2024-09-20,12:49:00,53.66,Grocery store purchase,Target,Groceries
TX0813,2024-04-13,12:13:00,117.51,Movie tickets,Spotify,Entertainment
TX0814,2024-06-14,15:48:00,7.74,Dinner at restaurant,Starbucks,Food & Beverage
TX0815,2025-01-04,08:38:00,337.55,Electricity bill,Mobile Carrier,Bills
TX0816,2024-11-13,15:35:00,478.26,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0817,2024-11-24,22:16:00,36.0,Dinner at restaurant,Dunkin,Food & Beverage
TX0818,2024-11-10,20:23:00,236.38,Internet bill,Local Utility,Bills
TX0819,2024-10-16,15:57:00,15.66,Dinner at restaurant,Starbucks,Food & Beverage
TX0820,2024-06-13,20:29:00,378.74,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0821,2025-02-09,20:00:00,311.29,Health supplement,Walgreens,Healthcare
TX0822,2024-12-07,20:00:00,448.76,Movie tickets,Netflix,Entertainment
TX0823,2025-02-25,12:01:00,35.21,Movie tickets,AMC Theatres,Entertainment
TX0824,2025-01-07,20:37:00,272.63,Monthly bill payment,Mobile Carrier,Bills
TX0825,2024-12-03,18:06:00,17.34,Taxi service,Local Transit,Transportation
TX0826,2024-06-25,20:16:00,42.42,Taxi service,Local Transit,Transportation
TX0827,2024-11-27,15:53:00,85.64,Movie tickets,Spotify,Entertainment
TX0828,2025-01-02,18:25:00,57.83,Internet bill,Internet Provider,Bills
TX0829,2025-03-18,18:38:00,38.08,Streaming subscription,AMC Theatres,Entertainment
TX0830,2024-07-07,08:07:00,85.21,Monthly bill payment,Internet Provider,Bills
TX0831,2024-08-15,12:54:00,10.06,Ride fare,Local Transit,Transportation
TX0832,2024-12-09,12:56:00,49.62,Bus ticket,Lyft,Transportation
TX0833,2024-04-24,20:00:00,18.71,Taxi service,Uber,Transportation
TX0834,2024-05-04,20:56:00,42.78,Ride fare,Lyft,Transportation
TX0835,2024-10-28,20:56:00,289.59,Health supplement,CVS Pharmacy,Healthcare
TX0836,2024-07-09,12:19:00,12.94,Lunch meal,Subway,Food & Beverage
TX0837,2025-03-12,12:50:00,23.02,Movie tickets,Netflix,Entertainment
TX0838,2025-03-24,22:44:00,29.42,Dinner at restaurant,McDonalds,Food & Beverage
TX0839,2025-03-20,20:08:00,38.49,Movie tickets,Netflix,Entertainment
TX0840,2024-06-24,12:25:00,5.2,Coffee purchase,Starbucks,Food & Beverage
TX0841,2024-09-28,22:14:00,308.2,Monthly bill payment,Local Utility,Bills
TX0842,2024-10-03,12:47:00,28.42,Coffee purchase,Dunkin,Food & Beverage
TX0843,2024-11-25,08:53:00,25.0,Concert tickets,Netflix,Entertainment
TX0844,2024-05-04,18:25:00,16.41,Coffee purchase,McDonalds,Food & Beverage
TX0845,2024-10-23,12:16:00,32.58,Streaming subscription,Netflix,Entertainment
TX0846,2025-02-24,12:44:00,98.95,Movie tickets,Netflix,Entertainment
TX0847,2025-03-14,15:35:00,317.16,Health supplement,CVS Pharmacy,Healthcare
TX0848,2025-03-10,15:30:00,98.59,Internet bill,Mobile Carrier,Bills
TX0849,2024-04-24,20:06:00,177.04,Internet bill,Internet Provider,Bills
TX0850,2025-03-25,15:31:00,38.93,Ride fare,Uber,Transportation
TX0851,2025-01-29,18:24:00,87.68,Electricity bill,Mobile Carrier,Bills
TX0852,2025-03-01,08:00:00,10.92,Bus ticket,Uber,Transportation
TX0853,2024-12-08,15:33:00,14.63,Coffee purchase,Dunkin,Food & Beverage
TX0854,2024-12-10,20:24:00,279.07,Monthly bill payment,Internet Provider,Bills
TX0855,2024-11-04,15:28:00,40.07,Bulk food items,Walmart,Groceries
TX0856,2024-04-30,20:54:00,112.24,Doctor appointment fee,Walgreens,Healthcare
TX0857,2024-12-17,12:56:00,69.3,Concert tickets,AMC Theatres,Entertainment
TX0858,2025-03-16,15:38:00,384.8,Internet bill,Local Utility,Bills
TX0859,2024-11-13,12:16:00,126.42,Health supplement,Local Clinic,Healthcare
TX0860,2024-09-22,20:13:00,78.46,Grocery store purchase,Costco,Groceries
TX0861,2024-05-05,15:36:00,8.78,Lunch meal,Subway,Food & Beverage
TX0862,2025-02-13,20:14:00,87.0,Movie tickets,AMC Theatres,Entertainment
TX0863,2025-03-10,22:43:00,154.87,Doctor appointment fee,Local Clinic,Healthcare
TX0864,2025-03-12,20:30:00,67.38,Concert tickets,Spotify,Entertainment
TX0865,2024-08-11,15:00:00,43.71,Ride fare,Lyft,Transportation
TX0866,2024-12-03,20:20:00,20.81,Coffee purchase,Subway,Food & Beverage
TX0867,2024-09-29,08:35:00,78.49,Monthly bill payment,Local Utility,Bills
TX0868,2024-04-26,22:41:00,36.71,Taxi service,Lyft,Transportation
TX0869,2024-12-26,12:28:00,131.45,Grocery store purchase,Costco,Groceries
TX0870,2024-05-20,18:21:00,84.6,Monthly bill payment,Mobile Carrier,Bills
TX0871,2024-11-19,20:15:00,20.57,Taxi service,Uber,Transportation
TX0872,2024-07-21,18:15:00,57.61,Grocery store purchase,Costco,Groceries
TX0873,2024-11-25,18:13:00,33.74,Taxi service,Uber,Transportation
TX0874,2025-03-08,18:07:00,47.1,Ride fare,Local Transit,Transportation
TX0875,2025-03-12,15:32:00,27.88,Taxi service,Lyft,Transportation
TX0876,2024-07-25,15:12:00,14.41,Dinner at restaurant,Starbucks,Food & Beverage
TX0877,2024-07-02,20:58:00,29.0,Lunch meal,McDonalds,Food & Beverage
TX0878,2025-02-22,18:36:00,15.55,Bus ticket,Uber,Transportation
TX0879,2024-04-08,20:01:00,79.17,Grocery store purchase,Walmart,Groceries
TX0880,2024-12-26,22:18:00,89.67,Health supplement,CVS Pharmacy,Healthcare
TX0881,2025-03-25,15:22:00,28.92,Lunch meal,McDonalds,Food & Beverage
TX0882,2024-07-28,18:43:00,276.31,Internet bill,Mobile Carrier,Bills
TX0883,2024-07-20,15:16:00,38.2,Ride fare,Local Transit,Transportation
TX0884,2024-10-16,20:24:00,382.04,Pharmacy purchase,Local Clinic,Healthcare
TX0885,2025-01-18,18:05:00,269.89,Doctor appointment fee,Walgreens,Healthcare
TX0886,2024-06-04,18:09:00,83.51,Bulk food items,Walmart,Groceries
TX0887,2024-09-23,18:02:00,166.94,Monthly bill payment,Internet Provider,Bills
TX0888,2024-08-21,20:42:00,211.98,Health supplement,Walgreens,Healthcare
TX0889,2024-04-12,12:57:00,240.83,Electricity bill,Mobile Carrier,Bills
TX0890,2024-10-24,22:50:00,10.85,Coffee purchase,Subway,Food & Beverage
TX0891,2024-12-06,15:10:00,50.38,Health supplement,Walgreens,Healthcare
TX0892,2024-04-06,18:51:00,78.93,Taxi service,Local Transit,Transportation
TX0893,2024-08-11,12:16:00,129.26,Concert tickets,AMC Theatres,Entertainment
TX0894,2024-08-20,18:08:00,12.14,Lunch meal,Subway,Food & Beverage
TX0895,2024-09-26,15:46:00,360.47,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0896,2024-05-09,22:07:00,35.23,Concert tickets,AMC Theatres,Entertainment
TX0897,2024-04-22,20:17:00,98.42,Electricity bill,Mobile Carrier,Bills
TX0898,2024-08-01,08:18:00,145.89,Grocery store purchase,Target,Groceries
TX0899,2025-02-08,20:04:00,16.73,Dinner at restaurant,Starbucks,Food & Beverage
TX0900,2024-12-29,20:15:00,6.22,Lunch meal,Subway,Food & Beverage
TX0901,2025-01-04,18:07:00,52.66,Concert tickets,Spotify,Entertainment
TX0902,2024-12-13,15:40:00,34.08,Movie tickets,AMC Theatres,Entertainment
TX0903,2024-09-28,20:43:00,230.22,Electricity bill,Mobile Carrier,Bills
TX0904,2024-11-08,12:53:00,28.36,Taxi service,Local Transit,Transportation
TX0905,2024-10-31,20:13:00,27.98,Concert tickets,AMC Theatres,Entertainment
TX0906,2024-04-18,18:30:00,24.43,Coffee purchase,McDonalds,Food & Beverage
TX0907,2024-07-10,15:54:00,62.09,Streaming subscription,AMC Theatres,Entertainment
TX0908,2025-03-14,18:14:00,190.65,Grocery store purchase,Target,Groceries
TX0909,2024-08-29,18:21:00,171.27,Grocery store purchase,Walmart,Groceries
TX0910,2024-04-07,08:25:00,335.87,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0911,2024-08-06,18:01:00,73.6,Grocery store purchase,Target,Groceries
TX0912,2025-02-21,20:08:00,182.81,Electricity bill,Mobile Carrier,Bills
TX0913,2024-12-07,08:35:00,240.29,Concert tickets,AMC Theatres,Entertainment
TX0914,2024-04-16,18:19:00,112.37,Electricity bill,Mobile Carrier,Bills
TX0915,2024-11-28,22:58:00,5.94,Lunch meal,Dunkin,Food & Beverage
TX0916,2024-10-18,22:59:00,164.18,Monthly bill payment,Mobile Carrier,Bills
TX0917,2025-01-07,20:47:00,33.38,Bus ticket,Local Transit,Transportation
TX0918,2025-03-08,15:20:00,73.73,Movie tickets,Netflix,Entertainment
TX0919,2024-10-06,12:58:00,246.55,Monthly bill payment,Mobile Carrier,Bills
TX0920,2024-12-14,18:22:00,27.59,Supermarket shopping,Costco,Groceries
TX0921,2024-09-01,20:22:00,46.73,Bus ticket,Uber,Transportation
TX0922,2024-12-15,20:36:00,12.64,Coffee purchase,McDonalds,Food & Beverage
TX0923,2025-02-12,20:31:00,18.88,Coffee purchase,Starbucks,Food & Beverage
TX0924,2025-01-01,22:02:00,156.23,Internet bill,Local Utility,Bills
TX0925,2024-11-15,20:01:00,233.74,Pharmacy purchase,Local Clinic,Healthcare
TX0926,2025-03-20,18:12:00,179.14,Supermarket shopping,Walmart,Groceries
TX0927,2024-12-11,22:49:00,37.07,Grocery store purchase,Target,Groceries
TX0928,2025-03-25,12:24:00,194.49,Supermarket shopping,Target,Groceries
TX0929,2025-01-24,15:54:00,10.42,Lunch meal,Dunkin,Food & Beverage
TX0930,2024-06-13,08:16:00,74.3,Streaming subscription,Netflix,Entertainment
TX0931,2024-05-22,18:35:00,13.93,Bus ticket,Local Transit,Transportation
TX0932,2024-09-02,12:22:00,70.68,Movie tickets,Spotify,Entertainment
TX0933,2025-02-05,18:07:00,32.58,Grocery store purchase,Walmart,Groceries
TX0934,2024-05-17,12:19:00,61.2,Electricity bill,Mobile Carrier,Bills
TX0935,2024-05-03,20:50:00,25.45,Coffee purchase,McDonalds,Food & Beverage
TX0936,2024-10-05,08:03:00,178.61,Pharmacy purchase,Walgreens,Healthcare
TX0937,2024-08-31,20:29:00,396.55,Health supplement,Local Clinic,Healthcare
TX0938,2024-11-12,20:49:00,94.35,Movie tickets,AMC Theatres,Entertainment
TX0939,2024-11-30,20:44:00,18.58,Ride fare,Lyft,Transportation
TX0940,2025-01-02,20:40:00,77.8,Concert tickets,Netflix,Entertainment
TX0941,2024-11-26,12:46:00,10.74,Ride fare,Uber,Transportation
TX0942,2024-11-30,08:33:00,22.54,Taxi service,Lyft,Transportation
TX0943,2025-02-13,18:29:00,163.39,Electricity bill,Local Utility,Bills
TX0944,2024-12-16,08:10:00,17.02,Lunch meal,McDonalds,Food & Beverage
TX0945,2024-04-22,22:57:00,161.81,Electricity bill,Mobile Carrier,Bills
TX0946,2025-03-13,20:08:00,56.54,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0947,2025-02-08,15:33:00,213.34,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0948,2024-06-23,20:12:00,410.71,Electricity bill,Internet Provider,Bills
TX0949,2025-01-10,20:31:00,22.76,Ride fare,Lyft,Transportation
TX0950,2024-08-07,08:49:00,47.85,Ride fare,Lyft,Transportation
TX0951,2024-04-04,15:07:00,129.64,Pharmacy purchase,Local Clinic,Healthcare
TX0952,2024-11-19,18:26:00,75.64,Streaming subscription,Netflix,Entertainment
TX0953,2024-09-04,20:51:00,22.22,Coffee purchase,McDonalds,Food & Beverage
TX0954,2024-05-07,08:56:00,7.53,Coffee purchase,McDonalds,Food & Beverage
TX0955,2024-11-02,15:58:00,258.13,Bulk food items,Costco,Groceries
TX0956,2024-08-19,20:02:00,40.01,Concert tickets,AMC Theatres,Entertainment
TX0957,2025-01-17,20:47:00,28.94,Coffee purchase,Dunkin,Food & Beverage
TX0958,2024-12-05,08:43:00,189.95,Grocery store purchase,Target,Groceries
TX0959,2025-03-28,18:22:00,49.39,Supermarket shopping,Costco,Groceries
TX0960,2024-03-29,08:48:00,59.28,Concert tickets,AMC Theatres,Entertainment
TX0961,2024-11-07,22:48:00,9.51,Coffee purchase,Subway,Food & Beverage
TX0962,2024-08-10,08:44:00,22.34,Lunch meal,Starbucks,Food & Beverage
TX0963,2025-03-09,20:26:00,462.97,Pharmacy purchase,CVS Pharmacy,Healthcare
TX0964,2025-02-02,12:32:00,257.34,Supermarket shopping,Walmart,Groceries
TX0965,2024-08-20,08:38:00,416.41,Health supplement,CVS Pharmacy,Healthcare
TX0966,2024-09-14,08:40:00,18.18,Dinner at restaurant,Dunkin,Food & Beverage
TX0967,2024-06-05,20:45:00,13.34,Taxi service,Uber,Transportation
TX0968,2024-11-20,12:10:00,47.02,Bus ticket,Local Transit,Transportation
TX0969,2024-12-13,22:55:00,78.85,Streaming subscription,AMC Theatres,Entertainment
TX0970,2024-10-27,18:35:00,20.2,Dinner at restaurant,Subway,Food & Beverage
TX0971,2024-12-28,22:48:00,522.85,Health supplement,Local Clinic,Healthcare
TX0972,2025-02-15,22:13:00,194.54,Health supplement,Local Clinic,Healthcare
TX0973,2024-10-29,20:35:00,64.27,Streaming subscription,AMC Theatres,Entertainment
TX0974,2025-01-06,20:36:00,21.09,Taxi service,Lyft,Transportation
TX0975,2025-03-22,15:29:00,713.56,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0976,2025-02-28,12:32:00,62.68,Doctor appointment fee,CVS Pharmacy,Healthcare
TX0977,2024-06-25,12:14:00,7.39,Ride fare,Uber,Transportation
TX0978,2025-03-05,18:35:00,225.86,Monthly bill payment,Internet Provider,Bills
TX0979,2024-12-16,12:52:00,8.37,Taxi service,Uber,Transportation
TX0980,2025-02-15,08:00:00,283.55,Electricity bill,Local Utility,Bills
TX0981,2024-09-20,18:30:00,198.29,Supermarket shopping,Costco,Groceries
TX0982,2024-06-01,08:36:00,26.9,Dinner at restaurant,Subway,Food & Beverage
TX0983,2025-02-22,20:36:00,7.7,Lunch meal,Dunkin,Food & Beverage
TX0984,2024-06-18,18:27:00,27.72,Lunch meal,McDonalds,Food & Beverage
TX0985,2024-07-28,18:52:00,580.18,Health supplement,Walgreens,Healthcare
TX0986,2024-06-22,18:41:00,10.78,Lunch meal,Dunkin,Food & Beverage
TX0987,2025-02-21,15:21:00,46.96,Movie tickets,Spotify,Entertainment
TX0988,2024-05-03,15:16:00,80.59,Concert tickets,Netflix,Entertainment
TX0989,2024-11-08,20:53:00,65.41,Concert tickets,Netflix,Entertainment
TX0990,2024-07-29,20:52:00,40.17,Bulk food items,Walmart,Groceries
TX0991,2024-07-24,15:13:00,56.5,Electricity bill,Local Utility,Bills
TX0992,2024-08-25,18:18:00,279.58,Pharmacy purchase,Local Clinic,Healthcare
TX0993,2024-06-19,18:31:00,38.25,Bus ticket,Local Transit,Transportation
TX0994,2024-11-02,12:45:00,97.42,Supermarket shopping,Target,Groceries
TX0995,2025-03-25,12:45:00,52.55,Bulk food items,Walmart,Groceries
TX0996,2024-09-13,18:18:00,30.55,Bus ticket,Lyft,Transportation
TX0997,2024-08-18,08:16:00,96.67,Concert tickets,Spotify,Entertainment
TX0998,2024-04-26,22:42:00,54.7,Supermarket shopping,Walmart,Groceries
TX0999,2024-10-03,18:12:00,102.38,Monthly bill payment,Mobile Carrier,Bills
TX1000,2025-02-24,20:15:00,28.52,Ride fare,Local Transit,Transportation
